Sex,Age,Height,Weight,NOC,Year,Season,City,Medal,Event
F,27,1.73,,MEX,2020,Summer,Tokyo,,Sailing Women's Windsurfer
M,28,1.99,,NOR,2020,Summer,Tokyo,,Handball Men's Handball
F,30,1.59,,IRL,2020,Summer,Tokyo,,Hockey Women's Hockey
F,25,,,KEN,2020,Summer,Tokyo,,Taekwondo Women's Flyweight
M,20,,,DOM,2020,Summer,Tokyo,Silver,Athletics Men's Shot Put
F,38,1.78,,POL,2020,Summer,Tokyo,Silver,Sailing Women's Windsurfer
F,25,1.88,,USA,2020,Summer,Tokyo,Gold,Volleyball Women's Volleyball
M,27,,,AUS,2020,Summer,Tokyo,Silver,Hockey Men's Hockey
F,36,1.83,,SRB,2020,Summer,Tokyo,Bronze,Volleyball Women's Volleyball
M,22,,,TUR,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,30,,,CZE,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,16,,,NGR,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,29,,,QAT,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,23,1.75,,NGR,2020,Summer,Tokyo,,Basketball Women's Basketball
M,34,1.87,,KOR,2020,Summer,Tokyo,,Men's Baseball/Softball
M,30,1.86,,KOR,2020,Summer,Tokyo,,Men's Baseball/Softball
M,39,,,KOR,2020,Summer,Tokyo,Gold,Archery Men's Individual
F,32,1.7,,KOR,2020,Summer,Tokyo,,Volleyball Women's Volleyball
M,32,,,KOR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,24,,,KOR,2020,Summer,Tokyo,Gold,"Fencing Men's Foil, Individual"
M,38,1.78,,KOR,2020,Summer,Tokyo,,Men's Baseball/Softball
F,30,1.67,,KOR,2020,Summer,Tokyo,,Boxing Women's Flyweight
M,28,1.8,,AUS,2020,Summer,Tokyo,,Men's Sport Climbing
F,28,,,NZL,2020,Summer,Tokyo,,Hockey Women's Hockey
F,32,1.65,,USA,2020,Summer,Tokyo,Bronze,Football Women's Football
M,27,,,JPN,2020,Summer,Tokyo,,Hockey Men's Hockey
F,25,1.74,,JPN,2020,Summer,Tokyo,Gold,Swimming Women's 100 metres Backstroke
F,25,1.74,,JPN,2020,Summer,Tokyo,Gold,Swimming Women's 100 metres Backstroke
F,33,1.86,,AUS,2020,Summer,Tokyo,,Basketball Women's Basketball
M,24,,,JPN,2020,Summer,Tokyo,,Men's Surfing
M,25,,,GBR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,32,1.83,,JPN,2020,Summer,Tokyo,Gold,Men's Baseball/Softball
F,28,,,JPN,2020,Summer,Tokyo,,Handball Women's Handball
F,31,,,JPN,2020,Summer,Tokyo,,Hockey Women's Hockey
F,24,,,JPN,2020,Summer,Tokyo,,Women's Cycling BMX Freestyle
F,29,1.7,,JPN,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
F,19,1.6,,JPN,2020,Summer,Tokyo,,Rhythmic Gymnastics Women's Group
M,44,,,JPN,2020,Summer,Tokyo,,Men's Equestrian
M,28,,,FIN,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,29,1.8,,KEN,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
M,22,,,NGR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,25,1.7,,JPN,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
F,29,,,JPN,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,30,,,JPN,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
M,25,2.08,,NGR,2020,Summer,Tokyo,,Basketball Men's Basketball
F,32,,,NGR,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,14,,,JPN,2020,Summer,Tokyo,,Women's Skateboarding
M,30,1.83,,JPN,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,25,,,JPN,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
F,28,1.71,,KEN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,25,1.77,,FRA,2020,Summer,Tokyo,Silver,Rugby Sevens Women's Rugby Sevens
M,22,1.93,,NGR,2020,Summer,Tokyo,,Basketball Men's Basketball
F,24,1.88,,NGR,2020,Summer,Tokyo,,Basketball Women's Basketball
M,37,,,KEN,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,29,,,GBR,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,21,1.82,,JPN,2020,Summer,Tokyo,Silver,Basketball Women's Basketball
M,21,2.03,,NGR,2020,Summer,Tokyo,,Basketball Men's Basketball
F,25,,,JPN,2020,Summer,Tokyo,,Badminton Women's Singles
F,22,1.71,,KEN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,22,1.55,,KEN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,30,1.77,,JPN,2020,Summer,Tokyo,,Volleyball Women's Volleyball
F,21,1.6,,KEN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,20,1.57,,MDA,2020,Summer,Tokyo,,Women's Canoe Sprint
M,24,,,MDA,2020,Summer,Tokyo,,Archery Men's Individual
F,31,1.74,,ROU,2020,Summer,Tokyo,,"Tennis Women's Singles, Covered Courts"
F,27,,,HUN,2020,Summer,Tokyo,,Women's Marathon Swimming
M,18,1.73,,NZL,2020,Summer,Tokyo,,Football Men's Football
F,16,,,NED,2020,Summer,Tokyo,,Women's Skateboarding
F,36,1.83,,USA,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
F,20,,,CAN,2020,Summer,Tokyo,Silver,Swimming Women's 100 metres Backstroke
F,20,,,CAN,2020,Summer,Tokyo,Bronze,Swimming Women's 100 metres Backstroke
F,20,,,CAN,2020,Summer,Tokyo,Bronze,Swimming Women's 100 metres Backstroke
M,27,1.79,,EST,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
M,26,,,ARG,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
M,21,1.77,,KEN,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
M,23,1.87,,HON,2020,Summer,Tokyo,,Football Men's Football
F,30,1.56,,ESP,2020,Summer,Tokyo,,Hockey Women's Hockey
M,31,1.8,,ESP,2020,Summer,Tokyo,,Hockey Men's Hockey
M,22,,,MEX,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,40,,,BRA,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,24,,,BRA,2020,Summer,Tokyo,,Diving Women's Platform
F,27,,,BRA,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,31,1.8,,POR,2020,Summer,Tokyo,,Men's Cycling Road
F,26,,,USA,2020,Summer,Tokyo,Silver,Athletics Women's 100 metres
F,27,,,MEX,2020,Summer,Tokyo,,Modern Pentathlon Women's Individual
M,24,,,FRA,2020,Summer,Tokyo,,Men's Marathon Swimming
F,22,,,ITA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,24,,,ITA,2020,Summer,Tokyo,,Triathlon Women's Olympic Distance
M,22,1.85,,ESP,2020,Summer,Tokyo,Silver,Football Men's Football
F,27,,,MEX,2020,Summer,Tokyo,,"Tennis Women's Singles, Covered Courts"
M,21,,,NGR,2020,Summer,Tokyo,,Badminton Men's Singles
F,22,,,DEN,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
F,27,1.73,,DEN,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,20,,,AUS,2020,Summer,Tokyo,,Women's Skateboarding
F,20,1.6,,CAN,2020,Summer,Tokyo,,Women's Artistic Gymnastics
M,37,1.86,,DEN,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
F,31,1.72,,SWE,2020,Summer,Tokyo,Silver,Sailing Women's Windsurfer
M,24,,,UZB,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,25,1.73,,KEN,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
M,16,1.7,,MEX,2020,Summer,Tokyo,,Diving Men's Platform
F,27,,,UKR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,26,,,LBA,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,23,1.94,,EGY,2020,Summer,Tokyo,,Handball Men's Handball
M,32,,,CZE,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,29,,,FRA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,37,,,UKR,2020,Summer,Tokyo,Bronze,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
F,29,1.71,,KEN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
M,25,,,NGR,2020,Summer,Tokyo,,Table Tennis Men's Team
F,23,1.73,,JPN,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,22,,,JPN,2020,Summer,Tokyo,,Hockey Women's Hockey
M,24,,,KEN,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,24,1.7,,TUR,2020,Summer,Tokyo,,Men's Artistic Gymnastics
F,25,1.84,,ITA,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,27,1.86,,CZE,2020,Summer,Tokyo,,Men's Sport Climbing
F,30,1.65,,PUR,2020,Summer,Tokyo,,Basketball Women's Basketball
M,30,,,AUS,2020,Summer,Tokyo,,Men's Skateboarding
F,25,,,NZL,2020,Summer,Tokyo,,Women's Equestrian
F,27,,,KEN,2020,Summer,Tokyo,,Boxing Women's Flyweight
M,23,1.96,,NGR,2020,Summer,Tokyo,,Basketball Men's Basketball
F,26,,,GER,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,28,,,JPN,2020,Summer,Tokyo,Gold,Judo Men's Extra-Lightweight
M,28,,,JPN,2020,Summer,Tokyo,Silver,Judo Men's Extra-Lightweight
F,30,,,JPN,2020,Summer,Tokyo,,Women's Canoe Sprint
F,22,1.6,,AUS,2020,Summer,Tokyo,,Rhythmic Gymnastics Women's Group
M,24,2.01,,JPN,2020,Summer,Tokyo,,Volleyball Men's Volleyball
F,21,1.8,,MGL,2020,Summer,Tokyo,,Women's 3x3 Basketball
F,17,1.6,,UKR,2020,Summer,Tokyo,,Rhythmic Gymnastics Women's Group
M,24,1.8,,KEN,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
F,22,,,NED,2020,Summer,Tokyo,Bronze,Athletics Women's 100 metres
F,24,,,NED,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,39,,,CZE,2020,Summer,Tokyo,,Men's Equestrian
F,26,1.64,,CHI,2020,Summer,Tokyo,,Football Women's Football
M,23,,,NGR,2020,Summer,Tokyo,,Badminton Men's Singles
M,26,1.87,,ITA,2020,Summer,Tokyo,Bronze,Rowing Men's Lightweight Double Sculls
M,23,,,SUR,2020,Summer,Tokyo,,Badminton Men's Singles
M,36,2,,VEN,2020,Summer,Tokyo,,Volleyball Men's Volleyball
M,30,1.77,,MEX,2020,Summer,Tokyo,,Men's Baseball/Softball
F,25,1.65,,CAN,2020,Summer,Tokyo,,Women's Cycling Track
M,26,,,NOR,2020,Summer,Tokyo,,Taekwondo Men's Flyweight
M,26,,,ESP,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,26,,,ROC,2020,Summer,Tokyo,Silver,Rowing Women's Coxless Pairs
F,24,,,USA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,31,,,COL,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,27,,,TUR,2020,Summer,Tokyo,,Men's Cycling Road
F,30,1.64,,KEN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,23,,,IRL,2020,Summer,Tokyo,,Boxing Women's Flyweight
M,20,,,MEX,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
F,23,1.58,,MEX,2020,Summer,Tokyo,Bronze,Diving Women's Platform
F,22,1.57,,PER,2020,Summer,Tokyo,,Women's Artistic Gymnastics
F,22,1.78,,ITA,2020,Summer,Tokyo,,Volleyball Women's Volleyball
M,31,1.81,,CZE,2020,Summer,Tokyo,,Weightlifting Men's Lightweight
F,27,,,ROC,2020,Summer,Tokyo,,"Wrestling Women's Light-Heavyweight, Freestyle"
F,30,1.85,,ITA,2020,Summer,Tokyo,,Beach Volleyball Women's Beach Volleyball
M,26,,,CUB,2020,Summer,Tokyo,Gold,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,21,1.78,,ARG,2020,Summer,Tokyo,,Football Men's Football
M,26,,,COL,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,29,,,ESP,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,25,1.76,,ESP,2020,Summer,Tokyo,Silver,Water Polo Women's Water Polo
M,29,1.83,,MEX,2020,Summer,Tokyo,,Golf Men's Individual
F,31,,,CUB,2020,Summer,Tokyo,Silver,Judo Women's Half-Middleweight
M,33,,,ARG,2020,Summer,Tokyo,,Hockey Men's Hockey
M,20,,,GUA,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,33,,,GUA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,34,,,PUR,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,22,,,MEX,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,29,,,AZE,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
F,23,1.72,,GER,2020,Summer,Tokyo,,Hockey Women's Hockey
M,26,1.87,,GER,2020,Summer,Tokyo,,Hockey Men's Hockey
F,27,,,KAZ,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
M,23,1.91,,ARG,2020,Summer,Tokyo,Bronze,Rugby Sevens Men's Rugby Sevens
F,23,1.8,,JPN,2020,Summer,Tokyo,,"Tennis Women's Singles, Covered Courts"
M,21,1.87,,JPN,2020,Summer,Tokyo,,Football Men's Football
M,29,,,JPN,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,24,,,ITA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,26,,,NZL,2020,Summer,Tokyo,Silver,Rowing Women's Coxless Pairs
M,26,1.79,,GER,2020,Summer,Tokyo,Silver,Rowing Men's Lightweight Double Sculls
M,34,1.85,,BRA,2020,Summer,Tokyo,,Beach Volleyball Men's Beach Volleyball
M,21,,,AUT,2020,Summer,Tokyo,,Men's Canoe Slalom
M,25,1.79,,IRL,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
F,45,,,NGR,2020,Summer,Tokyo,,Table Tennis Women's Singles
F,27,,,ROC,2020,Summer,Tokyo,Silver,Archery Women's Individual
F,27,,,ROC,2020,Summer,Tokyo,Silver,Archery Women's Individual
F,20,,,UZB,2020,Summer,Tokyo,,Taekwondo Women's Flyweight
F,25,,,EGY,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,19,,,COL,2020,Summer,Tokyo,,"Tennis Women's Singles, Covered Courts"
F,23,1.77,,LAT,2020,Summer,Tokyo,,"Tennis Women's Singles, Covered Courts"
F,26,1.65,,DEN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,27,1.7,,SLO,2020,Summer,Tokyo,,Women's Canoe Sprint
F,37,1.88,,USA,2020,Summer,Tokyo,Silver,Women's Baseball/Softball
M,21,,,POL,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,29,1.9,,NOR,2020,Summer,Tokyo,,Handball Men's Handball
M,34,2,,AUT,2020,Summer,Tokyo,,Tennis Men's Doubles
F,20,1.62,,JPN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,26,,,FRA,2020,Summer,Tokyo,,Modern Pentathlon Women's Individual
F,32,,,MGL,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
M,26,1.83,,KEN,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
M,17,,,TOG,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,24,,,JPN,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,22,,,JPN,2020,Summer,Tokyo,Gold,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,26,,,MEX,2020,Summer,Tokyo,,Women's Baseball/Softball
F,42,,,MGL,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
M,20,1.94,,JPN,2020,Summer,Tokyo,,Volleyball Men's Volleyball
M,24,,,USA,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,33,,,DEN,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,16,,,CHN,2020,Summer,Tokyo,,Women's Artistic Gymnastics
F,25,,,CHN,2020,Summer,Tokyo,,Hockey Women's Hockey
M,58,,,MAR,2020,Summer,Tokyo,,Men's Equestrian
M,20,1.74,,CIV,2020,Summer,Tokyo,,Football Men's Football
M,19,1.78,,FRA,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,33,,,BUR,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,27,,,BUR,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,26,,,FRA,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
F,30,1.73,,ESP,2020,Summer,Tokyo,,Basketball Women's Basketball
F,25,,,ROC,2020,Summer,Tokyo,,"Wrestling Women's Light-Heavyweight, Freestyle"
F,19,,,KAZ,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,22,,,KAZ,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,23,,,TKM,2020,Summer,Tokyo,,Weightlifting Men's Lightweight
M,32,,,GER,2020,Summer,Tokyo,Bronze,Table Tennis Men's Team
M,32,,,GER,2020,Summer,Tokyo,Silver,Table Tennis Men's Team
M,25,,,GBR,2020,Summer,Tokyo,Silver,Men's Cycling Track
F,26,1.71,,GBR,2020,Summer,Tokyo,Bronze,Hockey Women's Hockey
M,39,,,JPN,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
M,23,1.8,,ESP,2020,Summer,Tokyo,Silver,Football Men's Football
M,26,1.78,,KEN,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
F,21,,,MGL,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
F,19,,,HUN,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
F,24,1.82,,TUR,2020,Summer,Tokyo,,Volleyball Women's Volleyball
M,19,,,TUR,2020,Summer,Tokyo,,Weightlifting Men's Lightweight
F,32,,,TUR,2020,Summer,Tokyo,,Women's Karate
F,32,,,POL,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
M,22,,,TUR,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,20,1.73,,ESP,2020,Summer,Tokyo,,Women's Artistic Swimming
M,24,,,TUR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,22,1.63,,PHI,2020,Summer,Tokyo,Silver,Boxing Men's Light-Welterweight
M,29,,,SWE,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,27,,,PER,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,26,1.76,,PER,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
F,15,,,BRA,2020,Summer,Tokyo,,Women's Skateboarding
M,30,,,MEX,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,34,1.67,,MEX,2020,Summer,Tokyo,,Diving Men's Platform
F,32,1.65,,ESP,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,25,,,ECU,2020,Summer,Tokyo,,Boxing Women's Flyweight
F,25,,,POL,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
F,17,,,CRC,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,21,1.87,,PUR,2020,Summer,Tokyo,,Basketball Women's Basketball
F,23,1.67,,PHI,2020,Summer,Tokyo,,Golf Women's Individual
F,30,1.72,,GBR,2020,Summer,Tokyo,Bronze,Women's Trampoline Gymnastics
F,26,,,CAN,2020,Summer,Tokyo,,"Fencing Women's epee, Individual"
F,26,1.7,,FRA,2020,Summer,Tokyo,,Women's 3x3 Basketball
M,42,,,PHI,2020,Summer,Tokyo,,Golf Men's Individual
F,26,,,GER,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,25,,,ASA,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
M,21,1.94,,ITA,2020,Summer,Tokyo,,Basketball Men's Basketball
F,29,,,COL,2020,Summer,Tokyo,Silver,Women's Cycling BMX Racing
M,30,,,IRI,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
M,29,1.74,,UKR,2020,Summer,Tokyo,,Men's Artistic Gymnastics
F,19,1.72,,AUS,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,20,,,ECU,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
F,22,,,ECU,2020,Summer,Tokyo,,Boxing Women's Flyweight
M,28,1.98,,ARG,2020,Summer,Tokyo,Bronze,Volleyball Men's Volleyball
F,25,1.6,,MEX,2020,Summer,Tokyo,,Women's Baseball/Softball
F,27,1.7,,ITA,2020,Summer,Tokyo,,Women's Cycling Road
F,33,,,LAT,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,41,1.78,,ESP,2020,Summer,Tokyo,,Basketball Women's Basketball
M,25,,,BLR,2020,Summer,Tokyo,,Modern Pentathlon Men's Individual
M,34,1.89,,SWE,2020,Summer,Tokyo,,Handball Men's Handball
F,23,,,ZAM,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,27,1.56,,ISR,2020,Summer,Tokyo,,Men's Baseball/Softball
F,22,,,AUS,2020,Summer,Tokyo,,Water Polo Women's Water Polo
M,30,,,MEX,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,20,1.78,,HON,2020,Summer,Tokyo,,Football Men's Football
M,26,1.8,,CAN,2020,Summer,Tokyo,,Men's Cycling BMX Racing
M,17,,,AUS,2020,Summer,Tokyo,Gold,Men's Skateboarding
F,29,,,ITA,2020,Summer,Tokyo,Gold,Athletics Women's 100 metres
M,27,,,COL,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,28,,,LTU,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,28,,,ISR,2020,Summer,Tokyo,Bronze,Judo Men's Extra-Lightweight
M,26,,,ITA,2020,Summer,Tokyo,Silver,Men's Marathon Swimming
M,26,,,ITA,2020,Summer,Tokyo,Bronze,Men's Marathon Swimming
M,26,,,ITA,2020,Summer,Tokyo,Silver,Swimming Men's 400 metres Freestyle
M,26,,,ITA,2020,Summer,Tokyo,Bronze,Swimming Men's 400 metres Freestyle
F,22,,,POL,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,31,2.03,,CZE,2020,Summer,Tokyo,,Basketball Men's Basketball
F,27,,,MAS,2020,Summer,Tokyo,,Diving Women's Platform
M,29,,,TPE,2020,Summer,Tokyo,Bronze,Golf Men's Individual
M,20,1.73,,CHN,2020,Summer,Tokyo,,Men's Sport Climbing
F,25,1.9,,CHN,2020,Summer,Tokyo,,Basketball Women's Basketball
M,27,,,NZL,2020,Summer,Tokyo,,Hockey Men's Hockey
F,22,,,UKR,2020,Summer,Tokyo,,Women's Marathon Swimming
M,24,,,IND,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,27,1.8,,CAN,2020,Summer,Tokyo,,Hockey Men's Hockey
F,24,,,CHN,2020,Summer,Tokyo,Silver,"Wrestling Women's Light-Heavyweight, Freestyle"
M,34,,,CHN,2020,Summer,Tokyo,Bronze,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
M,34,,,CHN,2020,Summer,Tokyo,Gold,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
F,25,,,HKG,2020,Summer,Tokyo,,Women's Cycling Track
F,26,1.68,,MOZ,2020,Summer,Tokyo,,Boxing Women's Flyweight
M,22,1.9,,ITA,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
F,37,,,ITA,2020,Summer,Tokyo,,Women's Equestrian
M,25,1.98,,ROC,2020,Summer,Tokyo,Silver,Volleyball Men's Volleyball
F,25,,,MNE,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
M,18,1.56,,IND,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
F,25,,,ITA,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,23,1.62,,FRA,2020,Summer,Tokyo,,Women's Canoe Sprint
F,24,1.6,,ITA,2020,Summer,Tokyo,,"Tennis Women's Singles, Covered Courts"
M,30,,,CAN,2020,Summer,Tokyo,,Men's Skateboarding
F,31,,,GRE,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,22,1.65,,USA,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
M,32,,,GRE,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,21,1.94,,GRE,2020,Summer,Tokyo,Silver,Water Polo Men's Water Polo
M,19,,,GRE,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,25,1.72,,GRE,2020,Summer,Tokyo,,Women's Artistic Swimming
F,31,1.76,,BLR,2020,Summer,Tokyo,Silver,Women's Canoe Sprint
M,43,,,CZE,2020,Summer,Tokyo,,Men's Equestrian
F,33,1.72,,CAN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
M,27,,,BLR,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,23,,,THA,2020,Summer,Tokyo,,Table Tennis Women's Singles
M,24,1.91,,ITA,2020,Summer,Tokyo,,Golf Men's Individual
M,32,1.83,,IND,2020,Summer,Tokyo,Bronze,Hockey Men's Hockey
M,30,,,JAM,2020,Summer,Tokyo,Gold,Athletics Men's Shot Put
F,32,1.63,,CHI,2020,Summer,Tokyo,,Football Women's Football
M,19,1.94,,GBR,2020,Summer,Tokyo,,Men's Marathon Swimming
F,24,1.63,,FRA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,35,,,CYP,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,34,,,ARG,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
F,29,1.77,,GBR,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
F,25,1.65,,NEP,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
F,24,,,KOR,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
F,21,1.87,,KOR,2020,Summer,Tokyo,,Volleyball Women's Volleyball
M,39,,,KOR,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
M,30,1.8,,KOR,2020,Summer,Tokyo,,Men's Baseball/Softball
M,26,,,KOR,2020,Summer,Tokyo,,Men's Karate
F,19,,,KOR,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
F,30,1.78,,KOR,2020,Summer,Tokyo,,Basketball Women's Basketball
F,32,1.68,,KOR,2020,Summer,Tokyo,,Golf Women's Individual
F,27,1.87,,KOR,2020,Summer,Tokyo,,Volleyball Women's Volleyball
F,22,1.98,,KOR,2020,Summer,Tokyo,,Basketball Women's Basketball
F,20,1.85,,KOR,2020,Summer,Tokyo,,Basketball Women's Basketball
M,26,1.87,,KOR,2020,Summer,Tokyo,,Football Men's Football
M,30,1.84,,KOR,2020,Summer,Tokyo,,Men's Baseball/Softball
M,25,,,KOR,2020,Summer,Tokyo,Bronze,"Fencing Men's Foil, Individual"
M,25,1.81,,KOR,2020,Summer,Tokyo,,Men's Baseball/Softball
F,21,,,CAN,2020,Summer,Tokyo,,Taekwondo Women's Flyweight
M,36,1.7,,KOR,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
F,24,,,AUS,2020,Summer,Tokyo,,Boxing Women's Flyweight
F,26,,,HUN,2020,Summer,Tokyo,Bronze,Water Polo Women's Water Polo
