Sex,Age,Height,Weight,NOC,Year,Season,City,Medal,Event
M,27,1.7,,FIJ,2020,Summer,Tokyo,Gold,Rugby Sevens Men's Rugby Sevens
M,24,1.8,,HUN,2020,Summer,Tokyo,,Men's Canoe Sprint
M,23,,,PAK,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,27,,,MAR,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
F,39,,,POL,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,32,1.75,,USA,2020,Summer,Tokyo,Bronze,Football Women's Football
M,31,,,BEL,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,29,1.69,,NOR,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,24,,,JPN,2020,Summer,Tokyo,,Badminton Women's Singles
F,26,,,JPN,2020,Summer,Tokyo,,Hockey Women's Hockey
M,24,,,JPN,2020,Summer,Tokyo,,Hockey Men's Hockey
F,28,,,JPN,2020,Summer,Tokyo,,Hockey Women's Hockey
M,23,,,IND,2020,Summer,Tokyo,,Tennis Men's Doubles
M,22,1.72,,JPN,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
F,27,1.83,,JPN,2020,Summer,Tokyo,Silver,Basketball Women's Basketball
M,27,,,JPN,2020,Summer,Tokyo,,Men's Cycling BMX Racing
F,33,1.75,,FIJ,2020,Summer,Tokyo,Bronze,Rugby Sevens Women's Rugby Sevens
M,27,,,JPN,2020,Summer,Tokyo,Gold,Judo Men's Extra-Lightweight
M,27,,,JPN,2020,Summer,Tokyo,Silver,Judo Men's Extra-Lightweight
F,20,1.68,,JPN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,33,,,JPN,2020,Summer,Tokyo,,Handball Women's Handball
M,21,,,JPN,2020,Summer,Tokyo,,Hockey Men's Hockey
M,31,,,NED,2020,Summer,Tokyo,Silver,Athletics Men's Shot Put
F,29,,,USA,2020,Summer,Tokyo,Gold,Athletics Women's 100 metres
M,30,1.91,,TUN,2020,Summer,Tokyo,,Volleyball Men's Volleyball
M,20,1.91,,CIV,2020,Summer,Tokyo,,Football Men's Football
M,23,1.68,,ROC,2020,Summer,Tokyo,Gold,Men's Artistic Gymnastics
M,23,1.68,,ROC,2020,Summer,Tokyo,Bronze,Men's Artistic Gymnastics
M,23,1.68,,ROC,2020,Summer,Tokyo,Bronze,Men's Artistic Gymnastics
M,34,1.92,,HUN,2020,Summer,Tokyo,,Weightlifting Men's Lightweight
M,27,,,SVK,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,36,,,HUN,2020,Summer,Tokyo,Bronze,Water Polo Men's Water Polo
M,23,,,ROC,2020,Summer,Tokyo,Bronze,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,26,1.58,,FIJ,2020,Summer,Tokyo,Bronze,Rugby Sevens Women's Rugby Sevens
F,26,1.63,,JPN,2020,Summer,Tokyo,Gold,Women's Baseball/Softball
F,30,1.66,,POL,2020,Summer,Tokyo,Silver,Women's Canoe Sprint
F,30,1.66,,POL,2020,Summer,Tokyo,Bronze,Women's Canoe Sprint
F,26,,,UGA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,22,,,JPN,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
M,26,1.85,,JPN,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,27,,,JPN,2020,Summer,Tokyo,,Women's Cycling Track
F,28,,,JPN,2020,Summer,Tokyo,,Archery Women's Individual
M,18,,,JPN,2020,Summer,Tokyo,,Men's Cycling BMX Freestyle
M,28,,,JPN,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,15,,,JPN,2020,Summer,Tokyo,Bronze,Women's Skateboarding
F,41,,,JPN,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
M,23,1.81,,JPN,2020,Summer,Tokyo,,Football Men's Football
F,29,1.69,,FIJ,2020,Summer,Tokyo,Bronze,Rugby Sevens Women's Rugby Sevens
F,22,1.76,,ZAM,2020,Summer,Tokyo,,Football Women's Football
M,28,1.87,,FRA,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,22,,,KOR,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
M,24,1.8,,JPN,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,18,1.68,,JPN,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,22,,,BHU,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
F,22,,,JPN,2020,Summer,Tokyo,Bronze,Boxing Women's Flyweight
M,23,,,ISR,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,15,,,UGA,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,21,1.86,,NZL,2020,Summer,Tokyo,Silver,Rugby Sevens Men's Rugby Sevens
M,26,1.82,,ROC,2020,Summer,Tokyo,,Weightlifting Men's Lightweight
M,28,1.9,,JPN,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
F,27,,,UGA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,21,,,UGA,2020,Summer,Tokyo,,Boxing Women's Flyweight
M,52,,,POL,2020,Summer,Tokyo,,Archery Men's Individual
M,22,,,CUB,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,24,1.7,,JPN,2020,Summer,Tokyo,,Men's Sport Climbing
F,24,1.79,,ITA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,31,,,JPN,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,31,,,JPN,2020,Summer,Tokyo,,Handball Men's Handball
M,23,,,ECU,2020,Summer,Tokyo,,Men's Cycling Road
M,26,,,POR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,21,,,BRA,2020,Summer,Tokyo,,Men's Canoe Sprint
M,22,,,UKR,2020,Summer,Tokyo,Silver,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,24,1.84,,GER,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
M,30,1.95,,FIJ,2020,Summer,Tokyo,Gold,Rugby Sevens Men's Rugby Sevens
M,23,,,TUN,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,29,,,EGY,2020,Summer,Tokyo,,Men's Equestrian
M,54,,,ROC,2020,Summer,Tokyo,,Men's Equestrian
M,19,,,IND,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,20,1.64,,AUS,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
M,23,,,NGR,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,26,1.65,,NZL,2020,Summer,Tokyo,Gold,Rugby Sevens Women's Rugby Sevens
F,27,,,EOR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,27,1.88,,BLR,2020,Summer,Tokyo,,Men's Canoe Sprint
F,25,,,BLR,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
M,37,1.68,,MYA,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
F,24,1.8,,BEL,2020,Summer,Tokyo,,Basketball Women's Basketball
M,38,,,MEX,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,35,,,ITA,2020,Summer,Tokyo,Bronze,"Fencing Women's epee, Individual"
M,28,,,PER,2020,Summer,Tokyo,,Men's Cycling Road
M,34,1.82,,MEX,2020,Summer,Tokyo,,Men's Baseball/Softball
F,41,1.69,,ESP,2020,Summer,Tokyo,,Handball Women's Handball
F,24,1.56,,MEX,2020,Summer,Tokyo,,Women's Trampoline Gymnastics
M,29,,,FRA,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,24,1.8,,NOR,2020,Summer,Tokyo,,Men's Cycling BMX Racing
M,30,1.84,,EGY,2020,Summer,Tokyo,,Handball Men's Handball
F,25,1.46,,IND,2020,Summer,Tokyo,,Women's Artistic Gymnastics
F,28,1.77,,NZL,2020,Summer,Tokyo,,Football Women's Football
F,32,,,FRA,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
F,20,,,KAZ,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,22,1.71,,BLR,2020,Summer,Tokyo,,Women's Canoe Sprint
M,19,,,ETH,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,27,,,SEN,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,34,,,CMR,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,21,,,BOT,2020,Summer,Tokyo,Bronze,Athletics Men's Shot Put
F,26,1.98,,ESP,2020,Summer,Tokyo,,Basketball Women's Basketball
M,20,,,FRA,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,23,,,CIV,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
F,23,1.71,,KEN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,25,,,AUS,2020,Summer,Tokyo,Bronze,Swimming Women's 100 metres Backstroke
F,45,1.63,,USA,2020,Summer,Tokyo,,Women's Cycling Road
F,27,,,ROU,2020,Summer,Tokyo,,Boxing Women's Flyweight
M,22,,,BLR,2020,Summer,Tokyo,Bronze,Athletics Men's Shot Put
M,30,,,CAN,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,27,1.69,,SUI,2020,Summer,Tokyo,Gold,Women's Cycling Mountain Bike
M,23,1.78,,TJK,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
F,24,1.52,,IND,2020,Summer,Tokyo,,Hockey Women's Hockey
M,26,1.88,,LAT,2020,Summer,Tokyo,,Men's Cycling Road
M,23,,,RSA,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,18,,,AUS,2020,Summer,Tokyo,Bronze,Swimming Men's 400 metres Freestyle
F,24,1.63,,FRA,2020,Summer,Tokyo,Silver,Rugby Sevens Women's Rugby Sevens
F,24,,,GBR,2020,Summer,Tokyo,Bronze,Athletics Women's 100 metres
M,22,,,IRI,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,25,1.6,,AZE,2020,Summer,Tokyo,,Women's Artistic Gymnastics
F,32,,,RSA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,29,,,GBR,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,26,,,ISR,2020,Summer,Tokyo,Bronze,Judo Women's Half-Middleweight
M,24,,,LTU,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
M,27,,,SRB,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,21,,,HUN,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,25,,,KAZ,2020,Summer,Tokyo,,Women's Artistic Swimming
F,25,,,KAZ,2020,Summer,Tokyo,,Women's Artistic Swimming
M,27,,,ALG,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,22,,,RSA,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,27,,,JPN,2020,Summer,Tokyo,,Triathlon Men's Olympic Distance
F,23,1.79,,MNE,2020,Summer,Tokyo,,Handball Women's Handball
M,31,,,LAT,2020,Summer,Tokyo,,Men's Equestrian
M,33,,,ITA,2020,Summer,Tokyo,Silver,Archery Men's Individual
M,29,,,UKR,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,29,,,CAN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,22,1.7,,CZE,2020,Summer,Tokyo,,Women's Cycling Road
F,25,1.68,,USA,2020,Summer,Tokyo,Gold,Water Polo Women's Water Polo
M,34,,,FRA,2020,Summer,Tokyo,,Men's Canoe Slalom
F,18,1.65,,AUS,2020,Summer,Tokyo,,Football Women's Football
F,27,,,CAN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,26,,,CAN,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,26,,,HKG,2020,Summer,Tokyo,,Badminton Men's Singles
F,26,,,SGP,2020,Summer,Tokyo,,Sailing Women's Windsurfer
M,21,,,HKG,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
M,26,1.89,,NZL,2020,Summer,Tokyo,Silver,Rugby Sevens Men's Rugby Sevens
F,27,,,MAS,2020,Summer,Tokyo,,Diving Women's Platform
M,29,1.94,,FRA,2020,Summer,Tokyo,Gold,Volleyball Men's Volleyball
F,25,,,CAN,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
M,21,1.65,,RSA,2020,Summer,Tokyo,,Football Men's Football
F,27,,,CGO,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,28,,,BOT,2020,Summer,Tokyo,Bronze,Athletics Men's Shot Put
M,28,1.96,,FRA,2020,Summer,Tokyo,Gold,Handball Men's Handball
F,27,,,HUN,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,21,,,VIE,2020,Summer,Tokyo,,Archery Men's Individual
M,20,,,VIE,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,20,,,IRL,2020,Summer,Tokyo,,Badminton Men's Singles
F,24,,,VIE,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,26,,,VIE,2020,Summer,Tokyo,,Boxing Women's Flyweight
F,27,,,VIE,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
F,23,,,VIE,2020,Summer,Tokyo,,Badminton Women's Singles
M,37,,,VIE,2020,Summer,Tokyo,,Badminton Men's Singles
M,24,,,VIE,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,30,,,UKR,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
F,20,141.33,,MOZ,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,57,,,LUX,2020,Summer,Tokyo,,Table Tennis Women's Singles
F,25,1.78,,FRA,2020,Summer,Tokyo,Gold,Handball Women's Handball
F,37,,,MAR,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
M,36,1.8,,ITA,2020,Summer,Tokyo,,Men's Cycling Road
F,21,,,MDA,2020,Summer,Tokyo,,"Wrestling Women's Light-Heavyweight, Freestyle"
F,26,1.63,,CAN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,28,,,COK,2020,Summer,Tokyo,,Women's Canoe Slalom
F,22,1.73,,USA,2020,Summer,Tokyo,Silver,Women's Baseball/Softball
M,32,2.03,,ITA,2020,Summer,Tokyo,,Beach Volleyball Men's Beach Volleyball
F,23,1.6,,BRA,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
M,28,1.9,,NZL,2020,Summer,Tokyo,Silver,Rugby Sevens Men's Rugby Sevens
F,21,1.69,,ITA,2020,Summer,Tokyo,,Boxing Women's Flyweight
F,31,,,BRA,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,25,,,AUS,2020,Summer,Tokyo,,Boxing Women's Flyweight
M,22,1.96,,ITA,2020,Summer,Tokyo,,Water Polo Men's Water Polo
F,33,1.68,,ROU,2020,Summer,Tokyo,,"Tennis Women's Singles, Covered Courts"
M,20,,,POL,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,22,1.62,,DEN,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
F,22,1.8,,DEN,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
F,28,1.66,,DEN,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,35,,,NZL,2020,Summer,Tokyo,,Women's Cycling Track
F,24,,,GBR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,27,1.93,,DEN,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
M,22,1.85,,CHI,2020,Summer,Tokyo,,Golf Men's Individual
M,28,1.84,,GER,2020,Summer,Tokyo,,Triathlon Men's Olympic Distance
M,20,1.81,,PHI,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
F,26,,,POL,2020,Summer,Tokyo,,Women's Cycling Road
M,28,,,SUI,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
F,32,,,JPN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,23,,,JPN,2020,Summer,Tokyo,,Water Polo Women's Water Polo
M,28,,,DEN,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,37,1.98,,IRI,2020,Summer,Tokyo,,Basketball Men's Basketball
M,27,,,BEL,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,40,,,UKR,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
F,22,,,ROC,2020,Summer,Tokyo,Gold,"Fencing Women's epee, Individual"
M,25,1.91,,SLO,2020,Summer,Tokyo,,Basketball Men's Basketball
F,26,,,SRB,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
M,24,,,SRB,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,27,,,BUL,2020,Summer,Tokyo,Bronze,"Wrestling Women's Light-Heavyweight, Freestyle"
F,25,,,BLR,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,22,,,USA,2020,Summer,Tokyo,Silver,Athletics Men's Shot Put
F,37,,,SWE,2020,Summer,Tokyo,,Women's Equestrian
F,21,,,SWE,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,30,,,SWE,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
M,23,1.88,,BRA,2020,Summer,Tokyo,Gold,Football Men's Football
F,26,1.57,,JPN,2020,Summer,Tokyo,,"Tennis Women's Singles, Covered Courts"
F,23,,,GER,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,25,1.65,,IND,2020,Summer,Tokyo,,Hockey Women's Hockey
M,20,,,JPN,2020,Summer,Tokyo,,Diving Men's Platform
M,20,1.86,,JPN,2020,Summer,Tokyo,,Volleyball Men's Volleyball
F,27,,,JPN,2020,Summer,Tokyo,,Hockey Women's Hockey
M,31,1.78,,JPN,2020,Summer,Tokyo,,Tennis Men's Doubles
F,19,,,JPN,2020,Summer,Tokyo,,Women's Skateboarding
M,25,,,JPN,2020,Summer,Tokyo,,Men's Karate
F,23,1.86,,JPN,2020,Summer,Tokyo,,Women's 3x3 Basketball
M,25,1.7,,JPN,2020,Summer,Tokyo,,Tennis Men's Doubles
F,13,,,JPN,2020,Summer,Tokyo,Gold,Women's Skateboarding
M,34,,,JPN,2020,Summer,Tokyo,,Men's Cycling Track
F,28,1.78,,CHN,2020,Summer,Tokyo,,Water Polo Women's Water Polo
M,35,1.82,,USA,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
M,26,,,JPN,2020,Summer,Tokyo,Bronze,Table Tennis Men's Team
M,31,,,KAZ,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,27,,,BDI,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,31,1.82,,ARG,2020,Summer,Tokyo,,Volleyball Women's Volleyball
M,27,,,GAM,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
F,26,,,ZAM,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,20,1.8,,FRA,2020,Summer,Tokyo,,Football Men's Football
F,23,,,AUS,2020,Summer,Tokyo,,Hockey Women's Hockey
F,26,,,UGA,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
F,22,1.73,,FRA,2020,Summer,Tokyo,Gold,Handball Women's Handball
F,34,1.7,,POL,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,31,1.67,,JPN,2020,Summer,Tokyo,Bronze,Women's Sport Climbing
F,23,,,MAD,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
F,30,,,JPN,2020,Summer,Tokyo,,Hockey Women's Hockey
F,23,1.63,,JPN,2020,Summer,Tokyo,Silver,Women's Sport Climbing
F,18,,,MAS,2020,Summer,Tokyo,,Sailing Women's Windsurfer
M,29,,,AFG,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,22,,,NOR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,22,1.7,,FRA,2020,Summer,Tokyo,,Football Men's Football
F,33,,,SWE,2020,Summer,Tokyo,,Golf Women's Individual
M,38,,,SWE,2020,Summer,Tokyo,,Golf Men's Individual
M,20,,,DEN,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,24,1.65,,ROC,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
M,33,,,SWE,2020,Summer,Tokyo,,Golf Men's Individual
M,23,,,USA,2020,Summer,Tokyo,Gold,Athletics Men's Shot Put
M,31,,,GBR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,32,1.85,,GBR,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
F,20,1.75,,HKG,2020,Summer,Tokyo,,Sailing Women's Windsurfer
M,28,,,USA,2020,Summer,Tokyo,Bronze,Athletics Men's Shot Put
M,28,,,USA,2020,Summer,Tokyo,Gold,Athletics Men's Shot Put
F,27,1.83,,ARG,2020,Summer,Tokyo,,Volleyball Women's Volleyball
F,23,1.69,,JPN,2020,Summer,Tokyo,,Rhythmic Gymnastics Women's Group
F,26,,,ROC,2020,Summer,Tokyo,,Table Tennis Women's Singles
F,17,,,PLE,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,29,,,ALG,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
F,21,1.74,,NED,2020,Summer,Tokyo,,Football Women's Football
M,23,,,ROU,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,32,1.72,,SRB,2020,Summer,Tokyo,,Women's Canoe Sprint
F,21,1.7,,ROC,2020,Summer,Tokyo,Bronze,Women's Cycling Track
F,34,,,UKR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,33,2.05,,POL,2020,Summer,Tokyo,,Volleyball Men's Volleyball
M,30,,,POL,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,31,,,POL,2020,Summer,Tokyo,Gold,Athletics Men's Shot Put
M,27,,,GRE,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
F,26,1.72,,FRA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,22,1.98,,FRA,2020,Summer,Tokyo,Silver,Basketball Men's Basketball
F,25,,,GRE,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,23,1.87,,GRE,2020,Summer,Tokyo,Gold,Rowing Men's Lightweight Double Sculls
F,36,,,GRE,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,24,,,RSA,2020,Summer,Tokyo,,Hockey Men's Hockey
F,18,,,CUB,2020,Summer,Tokyo,,Women's Canoe Sprint
F,28,,,JAM,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,24,,,NZL,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,21,,,USA,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,23,1.63,,PNG,2020,Summer,Tokyo,,Sailing Women's Windsurfer
M,21,1.77,,PNG,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
F,28,,,BRA,2020,Summer,Tokyo,,"Wrestling Women's Light-Heavyweight, Freestyle"
F,31,1.69,,POR,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
M,32,1.8,,DOM,2020,Summer,Tokyo,Bronze,Men's Baseball/Softball
M,19,1.78,,HON,2020,Summer,Tokyo,,Football Men's Football
F,25,,,NED,2020,Summer,Tokyo,Gold,Hockey Women's Hockey
M,22,,,KAZ,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,26,,,UZB,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,35,,,EST,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,27,1.8,,MKD,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,24,1.82,,CAN,2020,Summer,Tokyo,,Basketball Women's Basketball
F,20,1.75,,NED,2020,Summer,Tokyo,,Handball Women's Handball
F,29,1.77,,FIN,2020,Summer,Tokyo,,Golf Women's Individual
F,25,1.8,,GER,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,27,1.96,,NGR,2020,Summer,Tokyo,,Basketball Men's Basketball
F,19,,,NGR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,22,2.03,,NGR,2020,Summer,Tokyo,,Basketball Men's Basketball
F,21,1.63,,USA,2020,Summer,Tokyo,Silver,Weightlifting Women's Super-Heavyweight
M,25,,,NZL,2020,Summer,Tokyo,Bronze,Boxing Men's Light-Welterweight
F,30,1.83,,NGR,2020,Summer,Tokyo,,Basketball Women's Basketball
M,30,,,SWE,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,25,1.79,,CZE,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
M,25,,,UKR,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,29,1.72,,FRA,2020,Summer,Tokyo,Gold,Handball Women's Handball
M,23,,,BDI,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,32,,,GAB,2020,Summer,Tokyo,,Taekwondo Men's Flyweight
M,21,,,BEL,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,33,,,RSA,2020,Summer,Tokyo,,Women's Cycling Road
M,45,,,RSA,2020,Summer,Tokyo,,Men's Skateboarding
M,29,1.96,,USA,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,25,,,PHI,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,31,,,KEN,2020,Summer,Tokyo,Silver,Athletics Women's 100 metres
F,31,,,NGR,2020,Summer,Tokyo,Silver,"Wrestling Women's Light-Heavyweight, Freestyle"
F,20,,,AUS,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,20,,,SRB,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
M,34,1.9,,CRO,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,23,1.75,,HON,2020,Summer,Tokyo,,Football Men's Football
M,22,1.94,,AUS,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
M,22,1.92,,AUS,2020,Summer,Tokyo,Bronze,Men's Cycling Track
F,29,1.83,,USA,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,24,1.91,,GER,2020,Summer,Tokyo,,Basketball Men's Basketball
F,16,,,AUS,2020,Summer,Tokyo,Gold,Swimming Women's 100 metres Backstroke
F,16,,,AUS,2020,Summer,Tokyo,Bronze,Swimming Women's 100 metres Backstroke
F,16,,,AUS,2020,Summer,Tokyo,Gold,Swimming Women's 100 metres Backstroke
M,26,,,JPN,2020,Summer,Tokyo,,Hockey Men's Hockey
M,33,1.95,,JPN,2020,Summer,Tokyo,,Men's 3x3 Basketball
F,28,1.67,,KEN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,38,,,MGL,2020,Summer,Tokyo,,"Wrestling Women's Light-Heavyweight, Freestyle"
M,24,,,COL,2020,Summer,Tokyo,,Taekwondo Men's Flyweight
M,35,1.85,,MEX,2020,Summer,Tokyo,Bronze,Football Men's Football
M,37,,,KEN,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,29,1.92,,GER,2020,Summer,Tokyo,Silver,Rowing Men's Lightweight Double Sculls
M,33,,,AUS,2020,Summer,Tokyo,Silver,Hockey Men's Hockey
M,46,,,IRL,2020,Summer,Tokyo,,Men's Equestrian
M,41,,,IRL,2020,Summer,Tokyo,,Men's Equestrian
M,27,,,JPN,2020,Summer,Tokyo,,Triathlon Men's Olympic Distance
M,27,1.78,,KEN,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
M,27,,,KEN,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,31,1.83,,GEO,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,22,,,IRL,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,26,,,IRL,2020,Summer,Tokyo,Gold,Rowing Men's Lightweight Double Sculls
M,24,,,NGR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,24,,,GHA,2020,Summer,Tokyo,,Athletics Men's Shot Put
