Sex,NOC,Height,Weight,Age,Season,City,Year,Event,Medal
F,BRA,0.0,0.0,25.0,Summer,Paris,2024,"Artistic Gymnastics Women, ""Womens All-Around"", ""Womens Balance Beam"", ""Womens Floor Exercise"", ""Womens Uneven Bars"", ""Womens Vault"", ""Womens Team""",
F,BRA,0.0,0.0,33.0,Summer,Paris,2024,"Artistic Gymnastics Women, ""Womens All-Around"", ""Womens Balance Beam"", ""Womens Floor Exercise"", ""Womens Uneven Bars"", ""Womens Vault"", ""Womens Team""",
F,BRA,0.0,0.0,19.0,Summer,Paris,2024,"Artistic Gymnastics Women, ""Womens Balance Beam"", ""Womens Floor Exercise"", ""Womens Uneven Bars"", ""Womens Vault"", ""Womens Team""",
F,BRA,0.0,0.0,26.0,Summer,Paris,2024,"Artistic Gymnastics Women, ""Womens Balance Beam"", ""Womens Floor Exercise"", ""Womens Uneven Bars"", ""Womens Vault"", ""Womens Team""",
F,BRA,0.0,0.0,25.0,Summer,Paris,2024,"Artistic Gymnastics Women, ""Womens All-Around"", ""Womens Balance Beam"", ""Womens Floor Exercise"", ""Womens Uneven Bars"", ""Womens Vault"", ""Womens Team""",Silver
F,BRA,0.0,0.0,25.0,Summer,Paris,2024,"Artistic Gymnastics Women, ""Womens All-Around"", ""Womens Balance Beam"", ""Womens Floor Exercise"", ""Womens Uneven Bars"", ""Womens Vault"", ""Womens Team""",Silver
F,BRA,0.0,0.0,25.0,Summer,Paris,2024,"Artistic Gymnastics Women, ""Womens All-Around"", ""Womens Balance Beam"", ""Womens Floor Exercise"", ""Womens Uneven Bars"", ""Womens Vault"", ""Womens Team""",Gold
F,POL,0.0,0.0,26.0,Summer,Paris,2024,"Modern Pentathlon ""Womens Individual""",
M,POL,0.0,0.0,26.0,Summer,Paris,2024,"Modern Pentathlon ""Mens Individual""",
M,POL,0.0,0.0,24.0,Summer,Paris,2024,"Modern Pentathlon ""Mens Individual""",
F,BRA,0.0,0.0,24.0,Summer,Paris,2024,Rhythmic Gymnastics Individual All-Around,
F,BRA,0.0,0.0,22.0,Summer,Paris,2024,Rhythmic Gymnastics Group All-Around,
F,BRA,0.0,0.0,21.0,Summer,Paris,2024,Rhythmic Gymnastics Group All-Around,
F,BRA,0.0,0.0,22.0,Summer,Paris,2024,Rhythmic Gymnastics Group All-Around,
F,BRA,0.0,0.0,21.0,Summer,Paris,2024,Rhythmic Gymnastics Group All-Around,
F,BRA,0.0,0.0,22.0,Summer,Paris,2024,Rhythmic Gymnastics Group All-Around,
F,BRA,0.0,0.0,30.0,Summer,Paris,2024,Trampoline Gymnastics Women,
M,BRA,0.0,0.0,22.0,Summer,Paris,2024,Trampoline Gymnastics Men,
F,BRA,0.0,0.0,26.0,Summer,Paris,2024,"Judo Women +78 kg, Mixed Team",Gold
M,BRA,0.0,0.0,27.0,Summer,Paris,2024,"Judo Men -73 kg, Mixed Team",
M,BRA,0.0,0.0,24.0,Summer,Paris,2024,"Judo Men -81 kg, Mixed Team",
F,BRA,0.0,0.0,37.0,Summer,Paris,2024,"Judo Women -63 kg, Mixed Team",
M,BRA,0.0,0.0,28.0,Summer,Paris,2024,"Judo Men -100 kg, Mixed Team",
F,BRA,0.0,0.0,25.0,Summer,Paris,2024,"Judo Women -52 kg, Mixed Team",Bronze
M,BRA,0.0,0.0,20.0,Summer,Paris,2024,Judo Men -60 kg,
F,BRA,0.0,0.0,33.0,Summer,Paris,2024,Judo Women -78 kg,
F,BRA,0.0,0.0,25.0,Summer,Paris,2024,Judo Women -48 kg,
M,BRA,0.0,0.0,30.0,Summer,Paris,2024,"Judo Men -90 kg, Mixed Team",
F,BRA,0.0,0.0,32.0,Summer,Paris,2024,"Judo Women -57 kg, Mixed Team",
M,BRA,0.0,0.0,37.0,Summer,Paris,2024,"Judo Men +100 kg, Mixed Team",
M,BRA,0.0,0.0,24.0,Summer,Paris,2024,"Judo Men -66 kg, Mixed Team",Silver
F,BRA,0.0,0.0,29.0,Summer,Paris,2024,"Modern Pentathlon ""Womens Individual""",
F,BRA,0.0,0.0,28.0,Summer,Paris,2024,"Weightlifting ""Womens 71kg""",
F,BRA,0.0,0.0,24.0,Summer,Paris,2024,"Weightlifting ""Womens 81kg""",
M,GUA,0.0,0.0,25.0,Summer,Paris,2024,"Swimming ""Mens 200m Individual Medley""",
F,GUA,0.0,0.0,17.0,Summer,Paris,2024,"Swimming ""Womens 100m Backstroke""",
M,GUA,0.0,0.0,36.0,Summer,Paris,2024,"Sailing ""Mens Dinghy""",
F,ESP,0.0,0.0,41.0,Summer,Paris,2024,"Canoe Slalom ""Womens Kayak Single"", ""Womens Kayak Cross""",
M,ESP,0.0,0.0,23.0,Summer,Paris,2024,"Canoe Slalom ""Mens Kayak Single""",Bronze
F,ESP,0.0,0.0,27.0,Summer,Paris,2024,"Canoe Slalom ""Womens Canoe Single"", ""Womens Kayak Cross""",
M,ESP,0.0,0.0,26.0,Summer,Paris,2024,"Canoe Slalom ""Mens Kayak Cross""",
M,ESP,0.0,0.0,24.0,Summer,Paris,2024,"Canoe Slalom ""Mens Canoe Single"", ""Mens Kayak Cross""",
F,GUA,0.0,0.0,27.0,Summer,Paris,2024,"Modern Pentathlon ""Womens Individual""",
M,ESP,0.0,0.0,31.0,Summer,Paris,2024,"Canoe Sprint ""Mens Kayak Double 500m"", ""Mens Kayak Four 500m""",
F,ESP,0.0,0.0,33.0,Summer,Paris,2024,"Canoe Sprint ""Womens Canoe Single 200m"", ""Womens Canoe Double 500m""",
M,ESP,0.0,0.0,40.0,Summer,Paris,2024,"Canoe Sprint ""Mens Kayak Four 500m""",
M,ESP,0.0,0.0,22.0,Summer,Paris,2024,"Canoe Sprint ""Mens Canoe Single 1000m""",
M,ESP,0.0,0.0,32.0,Summer,Paris,2024,"Canoe Sprint ""Mens Kayak Single 1000m""",
M,ESP,0.0,0.0,22.0,Summer,Paris,2024,"Canoe Sprint ""Mens Kayak Single 1000m"", ""Mens Kayak Double 500m""",
M,ESP,0.0,0.0,21.0,Summer,Paris,2024,"Canoe Sprint ""Mens Canoe Double 500m""",
F,ESP,0.0,0.0,28.0,Summer,Paris,2024,"Canoe Sprint ""Womens Kayak Single 500m"", ""Womens Kayak Four 500m""",
F,ESP,0.0,0.0,25.0,Summer,Paris,2024,"Canoe Sprint ""Womens Kayak Double 500m"", ""Womens Kayak Four 500m""",
M,ESP,0.0,0.0,34.0,Summer,Paris,2024,"Canoe Sprint ""Mens Kayak Double 500m"", ""Mens Kayak Four 500m""",
F,ESP,0.0,0.0,25.0,Summer,Paris,2024,"Canoe Sprint ""Womens Canoe Single 200m"", ""Womens Canoe Double 500m""",
F,ESP,0.0,0.0,30.0,Summer,Paris,2024,"Canoe Sprint ""Womens Kayak Single 500m""",
M,ESP,0.0,0.0,24.0,Summer,Paris,2024,"Canoe Sprint ""Mens Canoe Double 500m""",
F,ESP,0.0,0.0,28.0,Summer,Paris,2024,"Canoe Sprint ""Womens Kayak Double 500m"", ""Womens Kayak Four 500m""",
F,ESP,0.0,0.0,42.0,Summer,Paris,2024,"Canoe Sprint ""Womens Kayak Four 500m""",
M,ESP,0.0,0.0,30.0,Summer,Paris,2024,"Canoe Sprint ""Mens Kayak Double 500m"", ""Mens Kayak Four 500m""",
F,USA,0.0,0.0,27.0,Summer,Paris,2024,Hockey Women,
F,USA,0.0,0.0,24.0,Summer,Paris,2024,Hockey Women,
F,USA,0.0,0.0,25.0,Summer,Paris,2024,Hockey Women,
F,USA,0.0,0.0,23.0,Summer,Paris,2024,Hockey Women,
F,USA,0.0,0.0,22.0,Summer,Paris,2024,Hockey Women,
F,USA,0.0,0.0,29.0,Summer,Paris,2024,Hockey Women,
F,USA,0.0,0.0,28.0,Summer,Paris,2024,Hockey Women,
F,USA,0.0,0.0,28.0,Summer,Paris,2024,Hockey Women,
F,USA,0.0,0.0,29.0,Summer,Paris,2024,Hockey Women,
F,USA,0.0,0.0,27.0,Summer,Paris,2024,Hockey Women,
F,USA,0.0,0.0,20.0,Summer,Paris,2024,Hockey Women,
F,USA,0.0,0.0,25.0,Summer,Paris,2024,Hockey Women,
F,USA,0.0,0.0,21.0,Summer,Paris,2024,Hockey Women,
F,USA,0.0,0.0,21.0,Summer,Paris,2024,Hockey Women,
F,USA,0.0,0.0,23.0,Summer,Paris,2024,Hockey Women,
F,USA,0.0,0.0,28.0,Summer,Paris,2024,"Diving ""Womens 3m Springboard"", ""Womens Synchronised 3m Springboard""",
M,USA,0.0,0.0,25.0,Summer,Paris,2024,"Diving ""Mens 3m Springboard""",
F,USA,0.0,0.0,29.0,Summer,Paris,2024,"Diving ""Womens Synchronised 3m Springboard""",
M,USA,0.0,0.0,21.0,Summer,Paris,2024,"Diving ""Mens Synchronised 3m Springboard""",
M,USA,0.0,0.0,26.0,Summer,Paris,2024,"Diving ""Mens Synchronised 3m Springboard""",
F,USA,0.0,0.0,25.0,Summer,Paris,2024,"Diving ""Womens 3m Springboard""",
M,USA,0.0,0.0,27.0,Summer,Paris,2024,"Diving ""Mens 10m Platform""",
F,USA,0.0,0.0,30.0,Summer,Paris,2024,"Diving ""Womens Synchronised 10m Platform""",
F,USA,0.0,0.0,26.0,Summer,Paris,2024,"Diving ""Womens 10m Platform"", ""Womens Synchronised 10m Platform""",
M,USA,0.0,0.0,20.0,Summer,Paris,2024,"Diving ""Mens 10m Platform"", ""Mens 3m Springboard""",
F,USA,0.0,0.0,21.0,Summer,Paris,2024,"Diving ""Womens 10m Platform""",
M,GUA,0.0,0.0,23.0,Summer,Paris,2024,"Modern Pentathlon ""Mens Individual""",
F,BRA,0.0,0.0,23.0,Summer,Paris,2024,"Swimming ""Womens 4 x 100m Freestyle Relay"", Relay Only Athlete",
M,BRA,0.0,0.0,25.0,Summer,Paris,2024,"Swimming ""Mens 4 x 100m Freestyle Relay"", Relay Only Athlete",
M,BRA,0.0,0.0,23.0,Summer,Paris,2024,"Swimming ""Mens 400m Freestyle"", ""Mens 4 x 200m Freestyle Relay""",
M,BRA,0.0,0.0,27.0,Summer,Paris,2024,"Swimming Relay Only Athlete, Mixed 4 x 100m Medley Relay",
F,BRA,0.0,0.0,20.0,Summer,Paris,2024,"Swimming ""Womens 4 x 100m Freestyle Relay"", Relay Only Athlete",
M,BRA,0.0,0.0,28.0,Summer,Paris,2024,"Swimming ""Mens 4 x 100m Freestyle Relay"", Relay Only Athlete",
M,BRA,0.0,0.0,21.0,Summer,Paris,2024,"Swimming ""Mens 100m Freestyle"", ""Mens 4 x 100m Freestyle Relay"", ""Mens 50m Freestyle""",
M,BRA,0.0,0.0,25.0,Summer,Paris,2024,"Swimming ""Mens 100m Butterfly""",
M,BRA,0.0,0.0,33.0,Summer,Paris,2024,"Swimming ""Mens 100m Freestyle"", ""Mens 4 x 100m Freestyle Relay""",
F,BRA,0.0,0.0,22.0,Summer,Paris,2024,"Swimming ""Womens 200m Freestyle"", ""Womens 400m Freestyle"", ""Womens 4 x 200m Freestyle Relay"", ""Womens 800m Freestyle""",
F,BRA,0.0,0.0,25.0,Summer,Paris,2024,"Swimming ""Womens 4 x 100m Freestyle Relay"", ""Womens 4 x 200m Freestyle Relay"", Relay Only Athlete",
M,BRA,0.0,0.0,22.0,Summer,Paris,2024,"Swimming ""Mens 4 x 200m Freestyle Relay"", Relay Only Athlete",
M,BRA,0.0,0.0,25.0,Summer,Paris,2024,"Swimming ""Mens 200m Butterfly"", Mixed 4 x 100m Medley Relay",
F,BRA,0.0,0.0,20.0,Summer,Paris,2024,"Swimming ""Womens 4 x 100m Freestyle Relay"", ""Womens 4 x 200m Freestyle Relay"", Relay Only Athlete, Mixed 4 x 100m Medley Relay",
F,POL,0.0,0.0,27.0,Summer,Paris,2024,"Table Tennis ""Womens Singles"", ""Womens Team""",
F,POL,0.0,0.0,23.0,Summer,Paris,2024,"Table Tennis ""Womens Team""",
F,POL,0.0,0.0,23.0,Summer,Paris,2024,"Table Tennis ""Womens Singles""",
F,POL,0.0,0.0,19.0,Summer,Paris,2024,"Table Tennis ""Womens Team""",
M,POL,0.0,0.0,18.0,Summer,Paris,2024,"Table Tennis ""Mens Singles""",
F,GRE,0.0,0.0,26.0,Summer,Paris,2024,Artistic Swimming Duet,
F,GRE,0.0,0.0,30.0,Summer,Paris,2024,Artistic Swimming Duet,
M,GRE,0.0,0.0,26.0,Summer,Paris,2024,"Marathon Swimming ""Mens 10km""",
M,GRE,0.0,0.0,31.0,Summer,Paris,2024,"Swimming ""Mens 50m Freestyle""",
M,GRE,0.0,0.0,28.0,Summer,Paris,2024,"Swimming ""Mens 100m Backstroke"", ""Mens 200m Backstroke"", Mixed 4 x 100m Medley Relay",Silver
F,GRE,0.0,0.0,29.0,Summer,Paris,2024,"Swimming ""Womens 100m Butterfly"", Mixed 4 x 100m Medley Relay",
M,GRE,0.0,0.0,30.0,Summer,Paris,2024,"Swimming ""Mens 4 x 100m Freestyle Relay"", ""Mens 4 x 200m Freestyle Relay"", Relay Only Athlete",
F,GRE,0.0,0.0,32.0,Summer,Paris,2024,"Swimming ""Womens 50m Freestyle"", Mixed 4 x 100m Medley Relay",
M,GRE,0.0,0.0,24.0,Summer,Paris,2024,"Swimming ""Mens 100m Backstroke""",
M,GRE,0.0,0.0,19.0,Summer,Paris,2024,"Swimming ""Mens 200m Backstroke""",
M,GRE,0.0,0.0,23.0,Summer,Paris,2024,"Swimming ""Mens 4 x 100m Freestyle Relay"", ""Mens 50m Freestyle""",
M,GRE,0.0,0.0,23.0,Summer,Paris,2024,"Swimming ""Mens 1500m Freestyle"", ""Mens 4 x 200m Freestyle Relay"", ""Mens 800m Freestyle""",
M,GRE,0.0,0.0,23.0,Summer,Paris,2024,"Swimming ""Mens 4 x 200m Freestyle Relay"", Relay Only Athlete",
M,GRE,0.0,0.0,21.0,Summer,Paris,2024,"Swimming ""Mens 4 x 200m Freestyle Relay"", Relay Only Athlete",
M,GRE,0.0,0.0,34.0,Summer,Paris,2024,"Swimming ""Mens 4 x 100m Freestyle Relay"", Relay Only Athlete",
M,GRE,0.0,0.0,23.0,Summer,Paris,2024,"Swimming ""Mens 200m Individual Medley"", ""Mens 400m Individual Medley""",
F,GRE,0.0,0.0,21.0,Summer,Paris,2024,"Swimming ""Womens 100m Butterfly"", ""Womens 200m Butterfly""",
M,GRE,0.0,0.0,16.0,Summer,Paris,2024,"Swimming Relay Only Athlete, Mixed 4 x 100m Medley Relay",
M,GRE,0.0,0.0,24.0,Summer,Paris,2024,"Swimming ""Mens 4 x 100m Freestyle Relay"", Relay Only Athlete",
F,GRE,183.0,0.0,29.0,Summer,Paris,2024,Water Polo Women,
F,GRE,172.0,0.0,26.0,Summer,Paris,2024,Water Polo Women,
F,GRE,175.0,0.0,23.0,Summer,Paris,2024,Water Polo Women,
F,GRE,169.0,0.0,22.0,Summer,Paris,2024,Water Polo Women,
F,GRE,177.0,0.0,26.0,Summer,Paris,2024,Water Polo Women,
F,GRE,177.0,0.0,30.0,Summer,Paris,2024,Water Polo Women,
F,GRE,178.0,0.0,27.0,Summer,Paris,2024,Water Polo Women,
F,GRE,170.0,0.0,36.0,Summer,Paris,2024,Water Polo Women,
F,GRE,183.0,0.0,26.0,Summer,Paris,2024,Water Polo Women,
M,GRE,191.0,0.0,28.0,Summer,Paris,2024,Water Polo Men,
M,GRE,185.0,0.0,36.0,Summer,Paris,2024,Water Polo Men,
M,GRE,183.0,0.0,31.0,Summer,Paris,2024,Water Polo Men,
M,GRE,197.0,0.0,25.0,Summer,Paris,2024,Water Polo Men,
M,GRE,187.0,0.0,23.0,Summer,Paris,2024,Water Polo Men,
M,GRE,203.0,0.0,26.0,Summer,Paris,2024,Water Polo Men,
M,GRE,180.0,0.0,33.0,Summer,Paris,2024,Water Polo Men,
M,GRE,185.0,0.0,27.0,Summer,Paris,2024,Water Polo Men,
M,GRE,192.0,0.0,24.0,Summer,Paris,2024,Water Polo Men,
M,GRE,184.0,0.0,32.0,Summer,Paris,2024,Water Polo Men,
M,GRE,194.0,0.0,25.0,Summer,Paris,2024,Water Polo Men,
F,GRE,176.0,0.0,27.0,Summer,Paris,2024,Water Polo Women,
F,GRE,173.0,0.0,23.0,Summer,Paris,2024,Water Polo Women,
F,GRE,178.0,0.0,26.0,Summer,Paris,2024,Water Polo Women,
F,GRE,177.0,0.0,27.0,Summer,Paris,2024,Water Polo Women,
M,GRE,191.0,0.0,21.0,Summer,Paris,2024,Water Polo Men,
M,GRE,193.0,0.0,25.0,Summer,Paris,2024,Water Polo Men,
F,CUB,163.0,0.0,21.0,Summer,Paris,2024,"Athletics ""Womens 4 x 400m Relay""",
M,USA,213.0,0.0,30.0,Summer,Paris,2024,Basketball Men,
M,USA,203.0,0.0,26.0,Summer,Paris,2024,Basketball Men,
M,USA,198.0,0.0,28.0,Summer,Paris,2024,Basketball Men,
M,USA,206.0,0.0,27.0,Summer,Paris,2024,Basketball Men,
M,USA,191.0,0.0,36.0,Summer,Paris,2024,Basketball Men,
M,USA,208.0,0.0,31.0,Summer,Paris,2024,Basketball Men,
M,USA,205.0,0.0,36.0,Summer,Paris,2024,Basketball Men,
M,USA,193.0,0.0,23.0,Summer,Paris,2024,Basketball Men,
M,USA,196.0,0.0,24.0,Summer,Paris,2024,Basketball Men,
M,USA,193.0,0.0,34.0,Summer,Paris,2024,Basketball Men,
M,USA,203.0,0.0,40.0,Summer,Paris,2024,Basketball Men,
M,USA,196.0,0.0,30.0,Summer,Paris,2024,Basketball Men,
F,USA,186.0,0.0,28.0,Summer,Paris,2024,Basketball Women,
F,USA,185.0,0.0,30.0,Summer,Paris,2024,Basketball Women,
F,USA,180.0,0.0,32.0,Summer,Paris,2024,Basketball Women,
F,USA,203.0,0.0,34.0,Summer,Paris,2024,Basketball Women,
F,USA,191.0,0.0,31.0,Summer,Paris,2024,3x3 Basketball Women,
F,USA,188.0,0.0,24.0,Summer,Paris,2024,3x3 Basketball Women,
F,USA,180.0,0.0,27.0,Summer,Paris,2024,Basketball Women,
F,USA,178.0,0.0,31.0,Summer,Paris,2024,Basketball Women,
F,USA,173.0,0.0,30.0,Summer,Paris,2024,Basketball Women,
F,USA,191.0,0.0,30.0,Summer,Paris,2024,Basketball Women,
F,USA,182.0,0.0,42.0,Summer,Paris,2024,Basketball Women,
F,USA,188.0,0.0,32.0,Summer,Paris,2024,Basketball Women,
F,USA,193.0,0.0,28.0,Summer,Paris,2024,Basketball Women,
F,USA,183.0,0.0,27.0,Summer,Paris,2024,Basketball Women,
M,USA,198.0,0.0,30.0,Summer,Paris,2024,3x3 Basketball Men,
F,USA,190.0,0.0,31.0,Summer,Paris,2024,3x3 Basketball Women,
M,USA,189.0,0.0,35.0,Summer,Paris,2024,3x3 Basketball Men,
M,USA,204.0,0.0,35.0,Summer,Paris,2024,3x3 Basketball Men,
M,USA,192.0,0.0,31.0,Summer,Paris,2024,3x3 Basketball Men,
F,USA,175.0,0.0,23.0,Summer,Paris,2024,3x3 Basketball Women,
M,ESP,0.0,0.0,22.0,Summer,Paris,2024,"Diving ""Mens Synchronised 3m Springboard""",
F,ESP,0.0,0.0,22.0,Summer,Paris,2024,"Diving ""Womens 3m Springboard""",
F,ESP,0.0,0.0,18.0,Summer,Paris,2024,"Diving ""Womens 10m Platform""",
M,ESP,0.0,0.0,29.0,Summer,Paris,2024,"Diving ""Mens Synchronised 3m Springboard""",
F,ESP,0.0,0.0,26.0,Summer,Paris,2024,"Marathon Swimming ""Womens 10km""",
F,ESP,0.0,0.0,20.0,Summer,Paris,2024,"Marathon Swimming ""Womens 10km""",
F,ESP,0.0,0.0,18.0,Summer,Paris,2024,Artistic Swimming Team,
F,ESP,0.0,0.0,20.0,Summer,Paris,2024,Artistic Swimming Team,
F,ESP,0.0,0.0,18.0,Summer,Paris,2024,Artistic Swimming Team,
F,ESP,0.0,0.0,30.0,Summer,Paris,2024,Artistic Swimming Team,
F,ESP,0.0,0.0,24.0,Summer,Paris,2024,"Artistic Swimming Team, Duet",
F,ESP,0.0,0.0,28.0,Summer,Paris,2024,Artistic Swimming Team,
F,ESP,0.0,0.0,24.0,Summer,Paris,2024,Artistic Swimming Team,
F,ESP,0.0,0.0,22.0,Summer,Paris,2024,"Artistic Swimming Team, Duet",
F,ESP,0.0,0.0,24.0,Summer,Paris,2024,Artistic Swimming Team,
F,ESP,0.0,0.0,18.0,Summer,Paris,2024,"Swimming ""Womens 100m Butterfly"", ""Womens 200m Butterfly""",
F,ESP,0.0,0.0,21.0,Summer,Paris,2024,"Swimming ""Womens 4 x 200m Freestyle Relay"", Relay Only Athlete",
F,ESP,0.0,0.0,19.0,Summer,Paris,2024,"Swimming ""Womens 200m Individual Medley"", ""Womens 400m Individual Medley""",
M,ESP,0.0,0.0,25.0,Summer,Paris,2024,"Swimming ""Mens 4 x 100m Freestyle Relay"", ""Mens 4 x 200m Freestyle Relay"", Relay Only Athlete",
M,ESP,0.0,0.0,23.0,Summer,Paris,2024,"Swimming ""Mens 4 x 100m Medley Relay"", Relay Only Athlete",
F,ESP,0.0,0.0,17.0,Summer,Paris,2024,"Swimming ""Womens 4 x 200m Freestyle Relay"", Relay Only Athlete",
M,ESP,0.0,0.0,24.0,Summer,Paris,2024,"Swimming ""Mens 100m Freestyle"", ""Mens 4 x 100m Freestyle Relay"", ""Mens 4 x 100m Medley Relay""",
M,ESP,0.0,0.0,21.0,Summer,Paris,2024,"Swimming ""Mens 4 x 100m Freestyle Relay"", ""Mens 4 x 200m Freestyle Relay"", Relay Only Athlete",
M,ESP,0.0,0.0,20.0,Summer,Paris,2024,"Marathon Swimming, Swimming ""Mens 10km"", ""Mens 1500m Freestyle"", ""Mens 4 x 200m Freestyle Relay"", ""Mens 800m Freestyle""",
M,ESP,0.0,0.0,22.0,Summer,Paris,2024,"Swimming ""Mens 200m Butterfly""",
M,ESP,0.0,0.0,25.0,Summer,Paris,2024,"Swimming ""Mens 100m Backstroke"", ""Mens 200m Backstroke"", ""Mens 200m Individual Medley"", ""Mens 4 x 100m Medley Relay""",
F,ESP,0.0,0.0,22.0,Summer,Paris,2024,"Swimming ""Womens 4 x 200m Freestyle Relay"", Relay Only Athlete",
M,ESP,0.0,0.0,24.0,Summer,Paris,2024,"Swimming ""Mens 4 x 200m Freestyle Relay"", Relay Only Athlete",
F,ESP,0.0,0.0,21.0,Summer,Paris,2024,"Swimming ""Womens 4 x 200m Freestyle Relay"", Relay Only Athlete",
M,ESP,0.0,0.0,22.0,Summer,Paris,2024,"Swimming ""Mens 100m Butterfly"", ""Mens 4 x 100m Freestyle Relay"", ""Mens 4 x 100m Medley Relay""",
F,ESP,0.0,0.0,36.0,Summer,Paris,2024,"Swimming ""Womens 100m Breaststroke"", ""Womens 200m Breaststroke""",
F,ESP,0.0,0.0,20.0,Summer,Paris,2024,"Swimming ""Womens 100m Backstroke"", ""Womens 200m Backstroke""",
F,ESP,0.0,0.0,26.0,Summer,Paris,2024,"Swimming ""Womens 200m Backstroke""",
M,ESP,192.0,0.0,22.0,Summer,Paris,2024,Water Polo Men,
M,ESP,193.0,0.0,22.0,Summer,Paris,2024,Water Polo Men,
M,ESP,193.0,0.0,27.0,Summer,Paris,2024,Water Polo Men,
M,ESP,191.0,0.0,28.0,Summer,Paris,2024,Water Polo Men,
F,ESP,180.0,0.0,22.0,Summer,Paris,2024,Water Polo Women,
F,ESP,175.0,0.0,26.0,Summer,Paris,2024,Water Polo Women,
M,ESP,202.0,0.0,31.0,Summer,Paris,2024,Water Polo Men,
F,ESP,180.0,0.0,31.0,Summer,Paris,2024,Water Polo Women,
F,ESP,172.0,0.0,34.0,Summer,Paris,2024,Water Polo Women,
M,ESP,201.0,0.0,36.0,Summer,Paris,2024,Water Polo Men,
F,ESP,173.0,0.0,28.0,Summer,Paris,2024,Water Polo Women,
F,ESP,188.0,0.0,34.0,Summer,Paris,2024,Water Polo Women,
M,ESP,192.0,0.0,26.0,Summer,Paris,2024,Water Polo Men,
M,ESP,193.0,0.0,30.0,Summer,Paris,2024,Water Polo Men,
F,ESP,189.0,0.0,24.0,Summer,Paris,2024,Water Polo Women,
M,ESP,193.0,0.0,31.0,Summer,Paris,2024,Water Polo Men,
M,ESP,197.0,0.0,30.0,Summer,Paris,2024,Water Polo Men,
F,ESP,176.0,0.0,29.0,Summer,Paris,2024,Water Polo Women,
F,ESP,175.0,0.0,38.0,Summer,Paris,2024,Water Polo Women,
F,ESP,169.0,0.0,21.0,Summer,Paris,2024,Water Polo Women,
M,ESP,183.0,0.0,38.0,Summer,Paris,2024,Water Polo Men,
F,ESP,173.0,0.0,19.0,Summer,Paris,2024,Water Polo Women,
F,ESP,171.0,0.0,20.0,Summer,Paris,2024,Water Polo Women,
M,ESP,192.0,0.0,24.0,Summer,Paris,2024,Water Polo Men,
M,ESP,196.0,0.0,27.0,Summer,Paris,2024,Water Polo Men,
F,ESP,175.0,0.0,22.0,Summer,Paris,2024,Water Polo Women,
M,CUB,180.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens Triple Jump""",
F,BRA,0.0,0.0,29.0,Summer,Paris,2024,"Rowing ""Womens Single Sculls""",
M,BRA,0.0,0.0,26.0,Summer,Paris,2024,"Rowing ""Mens Single Sculls""",
F,ASA,152.0,0.0,18.0,Summer,Paris,2024,"Athletics ""Womens 100m""",
F,BRA,174.0,63.0,26.0,Summer,Paris,2024,Rugby Sevens Women,
F,BRA,171.0,65.0,30.0,Summer,Paris,2024,Rugby Sevens Women,
F,BRA,166.0,64.0,21.0,Summer,Paris,2024,Rugby Sevens Women,
F,BRA,167.0,68.0,27.0,Summer,Paris,2024,Rugby Sevens Women,
F,BRA,160.0,56.0,28.0,Summer,Paris,2024,Rugby Sevens Women,
F,BRA,165.0,68.0,34.0,Summer,Paris,2024,Rugby Sevens Women,
F,BRA,177.0,76.0,28.0,Summer,Paris,2024,Rugby Sevens Women,
F,BRA,160.0,70.0,27.0,Summer,Paris,2024,Rugby Sevens Women,
F,BRA,169.0,66.0,31.0,Summer,Paris,2024,Rugby Sevens Women,
F,BRA,174.0,65.0,24.0,Summer,Paris,2024,Rugby Sevens Women,
F,BRA,172.0,72.0,32.0,Summer,Paris,2024,Rugby Sevens Women,
F,BRA,155.0,55.0,27.0,Summer,Paris,2024,Rugby Sevens Women,
F,BRA,158.0,64.0,27.0,Summer,Paris,2024,Rugby Sevens Women,
F,BRA,160.0,54.0,25.0,Summer,Paris,2024,Rugby Sevens Women,
F,BRA,0.0,0.0,28.0,Summer,Paris,2024,"Diving ""Womens 10m Platform""",
M,USA,0.0,0.0,22.0,Summer,Paris,2024,"Cycling Mountain Bike ""Mens Cross-country""",
F,USA,0.0,0.0,25.0,Summer,Paris,2024,"Cycling Mountain Bike ""Womens Cross-country""",
F,USA,0.0,0.0,26.0,Summer,Paris,2024,"Cycling Mountain Bike ""Womens Cross-country""",Silver
F,USA,0.0,0.0,29.0,Summer,Paris,2024,"Cycling BMX Freestyle ""Womens Park""",Silver
M,USA,0.0,0.0,26.0,Summer,Paris,2024,"Cycling Mountain Bike ""Mens Cross-country""",
M,USA,0.0,0.0,22.0,Summer,Paris,2024,"Cycling BMX Freestyle ""Mens Park""",
F,USA,0.0,0.0,21.0,Summer,Paris,2024,"Cycling Track ""Womens Team Pursuit""",
M,USA,0.0,0.0,24.0,Summer,Paris,2024,"Cycling BMX Freestyle ""Mens Park""",
F,USA,0.0,0.0,27.0,Summer,Paris,2024,"Cycling Road, Cycling Track ""Womens Road Race"", ""Womens Individual Time Trial"", ""Womens Team Pursuit""",Bronze
F,USA,0.0,0.0,31.0,Summer,Paris,2024,"Cycling Track ""Womens Team Pursuit""",
F,USA,0.0,0.0,32.0,Summer,Paris,2024,"Cycling Road, Cycling Track ""Womens Road Race"", ""Womens Team Pursuit""",Gold
